Lat	Lon
39.928751	-75.1844
	
40.038498	-75.030666
	
	
39.958922	-75.158412
	
	
	
39.926019	-75.172681
40.037866	-75.030399
40.012252	-75.106633
39.941007	-75.217434
	
	
40.058464	-75.078775
	
40.017468	-75.111081
40.043616	-75.045083
40.047139	-75.104752
40.006875	-75.146217
	
	
	
	
	
	
	
40.02314	-75.054647
	
	
39.948225	-75.164582
	
39.996103	-75.178731
39.991746	-75.161661
39.955316	-75.163051
	
40.081597	-74.994314
	
	
	
39.926215	-75.155233
	
	
40.092982	-75.052591
	
	
39.946189	-75.175531
	
39.968853	-75.136257
